image,source,type_degradation,niveau
degraded\clothing\018_underexposure_medium.jpg,originals\clothing\CLO_018.jpg,underexposure,medium
degraded\clothing\018_underexposure_high.jpg,originals\clothing\CLO_018.jpg,underexposure,high
degraded\clothing\018_overexposure_low.jpg,originals\clothing\CLO_018.jpg,overexposure,low
degraded\clothing\018_overexposure_medium.jpg,originals\clothing\CLO_018.jpg,overexposure,medium
degraded\clothing\018_overexposure_high.jpg,originals\clothing\CLO_018.jpg,overexposure,high
degraded\clothing\018_bad_crop_low.jpg,originals\clothing\CLO_018.jpg,bad_crop,low
degraded\clothing\018_bad_crop_medium.jpg,originals\clothing\CLO_018.jpg,bad_crop,medium
degraded\clothing\018_bad_crop_high.jpg,originals\clothing\CLO_018.jpg,bad_crop,high
degraded\clothing\018_lowres_low.jpg,originals\clothing\CLO_018.jpg,lowres,low
degraded\clothing\018_lowres_medium.jpg,originals\clothing\CLO_018.jpg,lowres,medium
degraded\clothing\018_lowres_high.jpg,originals\clothing\CLO_018.jpg,lowres,high
degraded\clothing\018_jpeg_low.jpg,originals\clothing\CLO_018.jpg,jpeg,low
degraded\clothing\018_jpeg_medium.jpg,originals\clothing\CLO_018.jpg,jpeg,medium
degraded\clothing\018_jpeg_high.jpg,originals\clothing\CLO_018.jpg,jpeg,high
degraded\clothing\019_blur_low.jpg,originals\clothing\CLO_019.jpg,blur,low
degraded\clothing\019_blur_medium.jpg,originals\clothing\CLO_019.jpg,blur,medium
degraded\clothing\019_blur_high.jpg,originals\clothing\CLO_019.jpg,blur,high
degraded\clothing\019_underexposure_low.jpg,originals\clothing\CLO_019.jpg,underexposure,low
degraded\clothing\019_underexposure_medium.jpg,originals\clothing\CLO_019.jpg,underexposure,medium
degraded\clothing\019_underexposure_high.jpg,originals\clothing\CLO_019.jpg,underexposure,high
degraded\clothing\019_overexposure_low.jpg,originals\clothing\CLO_019.jpg,overexposure,low
degraded\clothing\019_overexposure_medium.jpg,originals\clothing\CLO_019.jpg,overexposure,medium
degraded\clothing\019_overexposure_high.jpg,originals\clothing\CLO_019.jpg,overexposure,high
degraded\clothing\019_bad_crop_low.jpg,originals\clothing\CLO_019.jpg,bad_crop,low
degraded\clothing\019_bad_crop_medium.jpg,originals\clothing\CLO_019.jpg,bad_crop,medium
degraded\clothing\019_bad_crop_high.jpg,originals\clothing\CLO_019.jpg,bad_crop,high
degraded\clothing\019_lowres_low.jpg,originals\clothing\CLO_019.jpg,lowres,low
degraded\clothing\019_lowres_medium.jpg,originals\clothing\CLO_019.jpg,lowres,medium
degraded\clothing\019_lowres_high.jpg,originals\clothing\CLO_019.jpg,lowres,high
degraded\clothing\019_jpeg_low.jpg,originals\clothing\CLO_019.jpg,jpeg,low
degraded\clothing\019_jpeg_medium.jpg,originals\clothing\CLO_019.jpg,jpeg,medium
degraded\clothing\019_jpeg_high.jpg,originals\clothing\CLO_019.jpg,jpeg,high
degraded\clothing\020_blur_low.jpg,originals\clothing\CLO_020.jpg,blur,low
degraded\clothing\020_blur_medium.jpg,originals\clothing\CLO_020.jpg,blur,medium
degraded\clothing\020_blur_high.jpg,originals\clothing\CLO_020.jpg,blur,high
degraded\clothing\020_underexposure_low.jpg,originals\clothing\CLO_020.jpg,underexposure,low
degraded\clothing\020_underexposure_medium.jpg,originals\clothing\CLO_020.jpg,underexposure,medium
degraded\clothing\020_underexposure_high.jpg,originals\clothing\CLO_020.jpg,underexposure,high
degraded\clothing\020_overexposure_low.jpg,originals\clothing\CLO_020.jpg,overexposure,low
degraded\clothing\020_overexposure_medium.jpg,originals\clothing\CLO_020.jpg,overexposure,medium
degraded\clothing\020_overexposure_high.jpg,originals\clothing\CLO_020.jpg,overexposure,high
degraded\clothing\020_bad_crop_low.jpg,originals\clothing\CLO_020.jpg,bad_crop,low
degraded\clothing\020_bad_crop_medium.jpg,originals\clothing\CLO_020.jpg,bad_crop,medium
degraded\clothing\020_bad_crop_high.jpg,originals\clothing\CLO_020.jpg,bad_crop,high
degraded\clothing\020_lowres_low.jpg,originals\clothing\CLO_020.jpg,lowres,low
degraded\clothing\020_lowres_medium.jpg,originals\clothing\CLO_020.jpg,lowres,medium
degraded\clothing\020_lowres_high.jpg,originals\clothing\CLO_020.jpg,lowres,high
degraded\clothing\020_jpeg_low.jpg,originals\clothing\CLO_020.jpg,jpeg,low
degraded\clothing\020_jpeg_medium.jpg,originals\clothing\CLO_020.jpg,jpeg,medium
degraded\clothing\020_jpeg_high.jpg,originals\clothing\CLO_020.jpg,jpeg,high
degraded\clothing\021_blur_low.jpg,originals\clothing\CLO_021.jpg,blur,low
degraded\clothing\021_blur_medium.jpg,originals\clothing\CLO_021.jpg,blur,medium
degraded\clothing\021_blur_high.jpg,originals\clothing\CLO_021.jpg,blur,high
degraded\clothing\021_underexposure_low.jpg,originals\clothing\CLO_021.jpg,underexposure,low
degraded\clothing\021_underexposure_medium.jpg,originals\clothing\CLO_021.jpg,underexposure,medium
degraded\clothing\021_underexposure_high.jpg,originals\clothing\CLO_021.jpg,underexposure,high
degraded\clothing\021_overexposure_low.jpg,originals\clothing\CLO_021.jpg,overexposure,low
degraded\clothing\021_overexposure_medium.jpg,originals\clothing\CLO_021.jpg,overexposure,medium
degraded\clothing\021_overexposure_high.jpg,originals\clothing\CLO_021.jpg,overexposure,high
degraded\clothing\021_bad_crop_low.jpg,originals\clothing\CLO_021.jpg,bad_crop,low
degraded\clothing\021_bad_crop_medium.jpg,originals\clothing\CLO_021.jpg,bad_crop,medium
degraded\clothing\021_bad_crop_high.jpg,originals\clothing\CLO_021.jpg,bad_crop,high
degraded\clothing\021_lowres_low.jpg,originals\clothing\CLO_021.jpg,lowres,low
degraded\clothing\021_lowres_medium.jpg,originals\clothing\CLO_021.jpg,lowres,medium
degraded\clothing\021_lowres_high.jpg,originals\clothing\CLO_021.jpg,lowres,high
degraded\clothing\021_jpeg_low.jpg,originals\clothing\CLO_021.jpg,jpeg,low
degraded\clothing\021_jpeg_medium.jpg,originals\clothing\CLO_021.jpg,jpeg,medium
degraded\clothing\021_jpeg_high.jpg,originals\clothing\CLO_021.jpg,jpeg,high
degraded\clothing\022_blur_low.jpg,originals\clothing\CLO_022.jpg,blur,low
degraded\clothing\022_blur_medium.jpg,originals\clothing\CLO_022.jpg,blur,medium
degraded\clothing\022_blur_high.jpg,originals\clothing\CLO_022.jpg,blur,high
degraded\clothing\022_underexposure_low.jpg,originals\clothing\CLO_022.jpg,underexposure,low
degraded\clothing\022_underexposure_medium.jpg,originals\clothing\CLO_022.jpg,underexposure,medium
degraded\clothing\022_underexposure_high.jpg,originals\clothing\CLO_022.jpg,underexposure,high
degraded\clothing\022_overexposure_low.jpg,originals\clothing\CLO_022.jpg,overexposure,low
degraded\clothing\022_overexposure_medium.jpg,originals\clothing\CLO_022.jpg,overexposure,medium
degraded\clothing\022_overexposure_high.jpg,originals\clothing\CLO_022.jpg,overexposure,high
degraded\clothing\022_bad_crop_low.jpg,originals\clothing\CLO_022.jpg,bad_crop,low
degraded\clothing\022_bad_crop_medium.jpg,originals\clothing\CLO_022.jpg,bad_crop,medium
degraded\clothing\022_bad_crop_high.jpg,originals\clothing\CLO_022.jpg,bad_crop,high
degraded\clothing\022_lowres_low.jpg,originals\clothing\CLO_022.jpg,lowres,low
degraded\clothing\022_lowres_medium.jpg,originals\clothing\CLO_022.jpg,lowres,medium
degraded\clothing\022_lowres_high.jpg,originals\clothing\CLO_022.jpg,lowres,high
degraded\clothing\022_jpeg_low.jpg,originals\clothing\CLO_022.jpg,jpeg,low
degraded\clothing\022_jpeg_medium.jpg,originals\clothing\CLO_022.jpg,jpeg,medium
degraded\clothing\022_jpeg_high.jpg,originals\clothing\CLO_022.jpg,jpeg,high
degraded\clothing\023_blur_low.jpg,originals\clothing\CLO_023.jpg,blur,low
degraded\clothing\023_blur_medium.jpg,originals\clothing\CLO_023.jpg,blur,medium
degraded\clothing\023_blur_high.jpg,originals\clothing\CLO_023.jpg,blur,high
degraded\clothing\023_underexposure_low.jpg,originals\clothing\CLO_023.jpg,underexposure,low
degraded\clothing\023_underexposure_medium.jpg,originals\clothing\CLO_023.jpg,underexposure,medium
degraded\clothing\023_underexposure_high.jpg,originals\clothing\CLO_023.jpg,underexposure,high
degraded\clothing\023_overexposure_low.jpg,originals\clothing\CLO_023.jpg,overexposure,low
degraded\clothing\023_overexposure_medium.jpg,originals\clothing\CLO_023.jpg,overexposure,medium
degraded\clothing\023_overexposure_high.jpg,originals\clothing\CLO_023.jpg,overexposure,high
degraded\clothing\023_bad_crop_low.jpg,originals\clothing\CLO_023.jpg,bad_crop,low
degraded\clothing\023_bad_crop_medium.jpg,originals\clothing\CLO_023.jpg,bad_crop,medium
degraded\clothing\023_bad_crop_high.jpg,originals\clothing\CLO_023.jpg,bad_crop,high
degraded\clothing\023_lowres_low.jpg,originals\clothing\CLO_023.jpg,lowres,low
degraded\clothing\023_lowres_medium.jpg,originals\clothing\CLO_023.jpg,lowres,medium
degraded\clothing\023_lowres_high.jpg,originals\clothing\CLO_023.jpg,lowres,high
degraded\clothing\023_jpeg_low.jpg,originals\clothing\CLO_023.jpg,jpeg,low
degraded\clothing\023_jpeg_medium.jpg,originals\clothing\CLO_023.jpg,jpeg,medium
degraded\clothing\023_jpeg_high.jpg,originals\clothing\CLO_023.jpg,jpeg,high
degraded\clothing\024_blur_low.jpg,originals\clothing\CLO_024.jpg,blur,low
degraded\clothing\024_blur_medium.jpg,originals\clothing\CLO_024.jpg,blur,medium
degraded\clothing\024_blur_high.jpg,originals\clothing\CLO_024.jpg,blur,high
degraded\clothing\024_underexposure_low.jpg,originals\clothing\CLO_024.jpg,underexposure,low
degraded\clothing\024_underexposure_medium.jpg,originals\clothing\CLO_024.jpg,underexposure,medium
degraded\clothing\024_underexposure_high.jpg,originals\clothing\CLO_024.jpg,underexposure,high
degraded\clothing\024_overexposure_low.jpg,originals\clothing\CLO_024.jpg,overexposure,low
degraded\clothing\024_overexposure_medium.jpg,originals\clothing\CLO_024.jpg,overexposure,medium
degraded\clothing\024_overexposure_high.jpg,originals\clothing\CLO_024.jpg,overexposure,high
degraded\clothing\024_bad_crop_low.jpg,originals\clothing\CLO_024.jpg,bad_crop,low
degraded\clothing\024_bad_crop_medium.jpg,originals\clothing\CLO_024.jpg,bad_crop,medium
degraded\clothing\024_bad_crop_high.jpg,originals\clothing\CLO_024.jpg,bad_crop,high
degraded\clothing\024_lowres_low.jpg,originals\clothing\CLO_024.jpg,lowres,low
degraded\clothing\024_lowres_medium.jpg,originals\clothing\CLO_024.jpg,lowres,medium
degraded\clothing\024_lowres_high.jpg,originals\clothing\CLO_024.jpg,lowres,high
degraded\clothing\024_jpeg_low.jpg,originals\clothing\CLO_024.jpg,jpeg,low
degraded\clothing\024_jpeg_medium.jpg,originals\clothing\CLO_024.jpg,jpeg,medium
degraded\clothing\024_jpeg_high.jpg,originals\clothing\CLO_024.jpg,jpeg,high
degraded\clothing\025_blur_low.jpg,originals\clothing\CLO_025.jpg,blur,low
degraded\clothing\025_blur_medium.jpg,originals\clothing\CLO_025.jpg,blur,medium
degraded\clothing\025_blur_high.jpg,originals\clothing\CLO_025.jpg,blur,high
degraded\clothing\025_underexposure_low.jpg,originals\clothing\CLO_025.jpg,underexposure,low
degraded\clothing\025_underexposure_medium.jpg,originals\clothing\CLO_025.jpg,underexposure,medium
degraded\clothing\025_underexposure_high.jpg,originals\clothing\CLO_025.jpg,underexposure,high
degraded\clothing\025_overexposure_low.jpg,originals\clothing\CLO_025.jpg,overexposure,low
degraded\clothing\025_overexposure_medium.jpg,originals\clothing\CLO_025.jpg,overexposure,medium
degraded\clothing\025_overexposure_high.jpg,originals\clothing\CLO_025.jpg,overexposure,high
degraded\clothing\025_bad_crop_low.jpg,originals\clothing\CLO_025.jpg,bad_crop,low
degraded\clothing\025_bad_crop_medium.jpg,originals\clothing\CLO_025.jpg,bad_crop,medium
degraded\clothing\025_bad_crop_high.jpg,originals\clothing\CLO_025.jpg,bad_crop,high
degraded\clothing\025_lowres_low.jpg,originals\clothing\CLO_025.jpg,lowres,low
degraded\clothing\025_lowres_medium.jpg,originals\clothing\CLO_025.jpg,lowres,medium
degraded\clothing\025_lowres_high.jpg,originals\clothing\CLO_025.jpg,lowres,high
degraded\clothing\025_jpeg_low.jpg,originals\clothing\CLO_025.jpg,jpeg,low
degraded\clothing\025_jpeg_medium.jpg,originals\clothing\CLO_025.jpg,jpeg,medium
degraded\clothing\025_jpeg_high.jpg,originals\clothing\CLO_025.jpg,jpeg,high
degraded\clothing\026_blur_low.jpg,originals\clothing\CLO_026.jpg,blur,low
degraded\clothing\026_blur_medium.jpg,originals\clothing\CLO_026.jpg,blur,medium
degraded\clothing\026_blur_high.jpg,originals\clothing\CLO_026.jpg,blur,high
degraded\clothing\026_underexposure_low.jpg,originals\clothing\CLO_026.jpg,underexposure,low
degraded\clothing\026_underexposure_medium.jpg,originals\clothing\CLO_026.jpg,underexposure,medium
degraded\clothing\026_underexposure_high.jpg,originals\clothing\CLO_026.jpg,underexposure,high
degraded\clothing\026_overexposure_low.jpg,originals\clothing\CLO_026.jpg,overexposure,low
degraded\clothing\026_overexposure_medium.jpg,originals\clothing\CLO_026.jpg,overexposure,medium
degraded\clothing\026_overexposure_high.jpg,originals\clothing\CLO_026.jpg,overexposure,high
degraded\clothing\026_bad_crop_low.jpg,originals\clothing\CLO_026.jpg,bad_crop,low
degraded\clothing\026_bad_crop_medium.jpg,originals\clothing\CLO_026.jpg,bad_crop,medium
degraded\clothing\026_bad_crop_high.jpg,originals\clothing\CLO_026.jpg,bad_crop,high
degraded\clothing\026_lowres_low.jpg,originals\clothing\CLO_026.jpg,lowres,low
degraded\clothing\026_lowres_medium.jpg,originals\clothing\CLO_026.jpg,lowres,medium
degraded\clothing\026_lowres_high.jpg,originals\clothing\CLO_026.jpg,lowres,high
degraded\clothing\026_jpeg_low.jpg,originals\clothing\CLO_026.jpg,jpeg,low
degraded\clothing\026_jpeg_medium.jpg,originals\clothing\CLO_026.jpg,jpeg,medium
degraded\clothing\026_jpeg_high.jpg,originals\clothing\CLO_026.jpg,jpeg,high
degraded\clothing\027_blur_low.jpg,originals\clothing\CLO_027.jpg,blur,low
degraded\clothing\027_blur_medium.jpg,originals\clothing\CLO_027.jpg,blur,medium
degraded\clothing\027_blur_high.jpg,originals\clothing\CLO_027.jpg,blur,high
degraded\clothing\027_underexposure_low.jpg,originals\clothing\CLO_027.jpg,underexposure,low
degraded\clothing\027_underexposure_medium.jpg,originals\clothing\CLO_027.jpg,underexposure,medium
degraded\clothing\027_underexposure_high.jpg,originals\clothing\CLO_027.jpg,underexposure,high
degraded\clothing\027_overexposure_low.jpg,originals\clothing\CLO_027.jpg,overexposure,low
degraded\clothing\027_overexposure_medium.jpg,originals\clothing\CLO_027.jpg,overexposure,medium
degraded\clothing\027_overexposure_high.jpg,originals\clothing\CLO_027.jpg,overexposure,high
degraded\clothing\027_bad_crop_low.jpg,originals\clothing\CLO_027.jpg,bad_crop,low
degraded\clothing\027_bad_crop_medium.jpg,originals\clothing\CLO_027.jpg,bad_crop,medium
degraded\clothing\027_bad_crop_high.jpg,originals\clothing\CLO_027.jpg,bad_crop,high
degraded\clothing\027_lowres_low.jpg,originals\clothing\CLO_027.jpg,lowres,low
degraded\clothing\027_lowres_medium.jpg,originals\clothing\CLO_027.jpg,lowres,medium
degraded\clothing\027_lowres_high.jpg,originals\clothing\CLO_027.jpg,lowres,high
degraded\clothing\027_jpeg_low.jpg,originals\clothing\CLO_027.jpg,jpeg,low
degraded\clothing\027_jpeg_medium.jpg,originals\clothing\CLO_027.jpg,jpeg,medium
degraded\clothing\027_jpeg_high.jpg,originals\clothing\CLO_027.jpg,jpeg,high
degraded\clothing\028_blur_low.jpg,originals\clothing\CLO_028.jpg,blur,low
degraded\clothing\028_blur_medium.jpg,originals\clothing\CLO_028.jpg,blur,medium
degraded\clothing\028_blur_high.jpg,originals\clothing\CLO_028.jpg,blur,high
degraded\clothing\028_underexposure_low.jpg,originals\clothing\CLO_028.jpg,underexposure,low
degraded\clothing\028_underexposure_medium.jpg,originals\clothing\CLO_028.jpg,underexposure,medium
degraded\clothing\028_underexposure_high.jpg,originals\clothing\CLO_028.jpg,underexposure,high
degraded\clothing\028_overexposure_low.jpg,originals\clothing\CLO_028.jpg,overexposure,low
degraded\clothing\028_overexposure_medium.jpg,originals\clothing\CLO_028.jpg,overexposure,medium
degraded\clothing\028_overexposure_high.jpg,originals\clothing\CLO_028.jpg,overexposure,high
degraded\clothing\028_bad_crop_low.jpg,originals\clothing\CLO_028.jpg,bad_crop,low
degraded\clothing\028_bad_crop_medium.jpg,originals\clothing\CLO_028.jpg,bad_crop,medium
degraded\clothing\028_bad_crop_high.jpg,originals\clothing\CLO_028.jpg,bad_crop,high
degraded\clothing\028_lowres_low.jpg,originals\clothing\CLO_028.jpg,lowres,low
degraded\clothing\028_lowres_medium.jpg,originals\clothing\CLO_028.jpg,lowres,medium
degraded\clothing\028_lowres_high.jpg,originals\clothing\CLO_028.jpg,lowres,high
degraded\clothing\028_jpeg_low.jpg,originals\clothing\CLO_028.jpg,jpeg,low
degraded\clothing\028_jpeg_medium.jpg,originals\clothing\CLO_028.jpg,jpeg,medium
degraded\clothing\028_jpeg_high.jpg,originals\clothing\CLO_028.jpg,jpeg,high
degraded\clothing\029_blur_low.jpg,originals\clothing\CLO_029.jpg,blur,low
degraded\clothing\029_blur_medium.jpg,originals\clothing\CLO_029.jpg,blur,medium
degraded\clothing\029_blur_high.jpg,originals\clothing\CLO_029.jpg,blur,high
degraded\clothing\029_underexposure_low.jpg,originals\clothing\CLO_029.jpg,underexposure,low
degraded\clothing\029_underexposure_medium.jpg,originals\clothing\CLO_029.jpg,underexposure,medium
degraded\clothing\029_underexposure_high.jpg,originals\clothing\CLO_029.jpg,underexposure,high
degraded\clothing\029_overexposure_low.jpg,originals\clothing\CLO_029.jpg,overexposure,low
degraded\clothing\029_overexposure_medium.jpg,originals\clothing\CLO_029.jpg,overexposure,medium
degraded\clothing\029_overexposure_high.jpg,originals\clothing\CLO_029.jpg,overexposure,high
degraded\clothing\029_bad_crop_low.jpg,originals\clothing\CLO_029.jpg,bad_crop,low
degraded\clothing\029_bad_crop_medium.jpg,originals\clothing\CLO_029.jpg,bad_crop,medium
degraded\clothing\029_bad_crop_high.jpg,originals\clothing\CLO_029.jpg,bad_crop,high
degraded\clothing\029_lowres_low.jpg,originals\clothing\CLO_029.jpg,lowres,low
degraded\clothing\029_lowres_medium.jpg,originals\clothing\CLO_029.jpg,lowres,medium
degraded\clothing\029_lowres_high.jpg,originals\clothing\CLO_029.jpg,lowres,high
degraded\clothing\029_jpeg_low.jpg,originals\clothing\CLO_029.jpg,jpeg,low
degraded\clothing\029_jpeg_medium.jpg,originals\clothing\CLO_029.jpg,jpeg,medium
degraded\clothing\029_jpeg_high.jpg,originals\clothing\CLO_029.jpg,jpeg,high
degraded\clothing\030_blur_low.jpg,originals\clothing\CLO_030.jpg,blur,low
degraded\clothing\030_blur_medium.jpg,originals\clothing\CLO_030.jpg,blur,medium
degraded\clothing\030_blur_high.jpg,originals\clothing\CLO_030.jpg,blur,high
degraded\clothing\030_underexposure_low.jpg,originals\clothing\CLO_030.jpg,underexposure,low
degraded\clothing\030_underexposure_medium.jpg,originals\clothing\CLO_030.jpg,underexposure,medium
